date	incidence	trust_short	tests	positive_tests	rolling_mean_key	rolling_7day_incidence
2021-02-04	0.0119815668202765	UCLH	1085	13	7day_incidence	0.0113197141345798
2021-02-04	0.00479616306954436	RMH	417	2	7day_incidence	0.020243309542405
2021-02-04	0.0689655172413793	LNWUH	58	4	7day_incidence	0.132839498618038
2021-02-04	0.0131826741996234	CNWL	531	7	7day_incidence	0.0132831535700185
2021-02-04	0.0416666666666667	RFH	96	4	7day_incidence	0.0654541632361589
2021-02-04	0	CARE HOME	80	0	7day_incidence	0.00420531849103278
2021-02-03	0.00867678958785249	UCLH	922	8	7day_incidence	0.0146254992585468
2021-02-03	0.0125523012552301	RMH	478	6	7day_incidence	0.0195578782734728
2021-02-03	0.14	LNWUH	50	7	7day_incidence	0.174856305340727
2021-02-03	0.00738007380073801	CNWL	542	4	7day_incidence	0.0311402964271614
2021-02-03	0.0188679245283019	RFH	53	1	7day_incidence	0.0813271791091748
2021-02-02	0.0107604017216643	UCLH	1394	15	7day_incidence	0.0158200544178596
2021-02-02	0.0130353817504655	RMH	537	7	7day_incidence	0.0209313933141138
2021-02-02	0.119047619047619	LNWUH	42	5	7day_incidence	0.164652223708074
2021-02-02	0.0206896551724138	CNWL	290	6	7day_incidence	0.0320542993560105
2021-02-02	0.232558139534884	RFH	43	10	7day_incidence	0.0821716548304978
2021-02-02	0.0151515151515152	CARE HOME	66	1	7day_incidence	0.0107483937363981
2021-02-01	0.0143540669856459	UCLH	209	3	7day_incidence	0.0167627150624416
2021-02-01	0.0526315789473684	RMH	57	3	7day_incidence	0.0197025238739987
2021-02-01	0.4	LNWUH	5	2	7day_incidence	0.154947254763975
2021-02-01	0.0377358490566038	CNWL	53	2	7day_incidence	0.032208544575495
2021-02-01	0.117647058823529	RFH	17	2	7day_incidence	0.0830928735687693
2021-01-31	0.0413223140495868	UCLH	121	5	7day_incidence	0.0166090684121816
2021-01-31	0.028169014084507	RMH	71	2	7day_incidence	0.0202128149836095
2021-01-31	0.294117647058824	LNWUH	17	5	7day_incidence	0.158919922807833
2021-01-31	0.125	CNWL	16	2	7day_incidence	0.032300288945924
2021-01-31	0.111111111111111	RFH	9	1	7day_incidence	0.109210463461869
2021-01-30	0.0176211453744493	UCLH	908	16	7day_incidence	0.0180430130357465
2021-01-30	0.0221774193548387	RMH	496	11	7day_incidence	0.0218657443782257
2021-01-30	0	LNWUH	3	0	7day_incidence	0.160083943971854
2021-01-30	0.0121951219512195	CNWL	328	4	7day_incidence	0.0331507545934377
2021-01-30	0.0344827586206897	RFH	29	1	7day_incidence	0.112306551463618
2021-01-29	0.0126227208976157	UCLH	713	9	7day_incidence	0.0202947546926853
2021-01-29	0.00455580865603645	RMH	439	2	7day_incidence	0.0227143087093465
2021-01-29	0.0625	LNWUH	48	3	7day_incidence	0.166118615905143
2021-01-29	0.00927643784786642	CNWL	539	5	7day_incidence	0.0337665181402357
2021-01-29	0.0253164556962025	RFH	79	2	7day_incidence	0.0866027570939727
2021-01-28	0.0109060402684564	UCLH	1192	13	7day_incidence	0.0253573924262119
2021-01-28	0.00836820083682008	RMH	478	4	7day_incidence	0.0197669402882939
2021-01-28	0.0967741935483871	LNWUH	31	3	7day_incidence	0.134949784736312
2021-01-28	0.0138248847926267	CNWL	434	6	7day_incidence	0.0408583455288207
2021-01-28	0.224489795918367	RFH	49	11	7day_incidence	0.0921174629763257
2021-01-28	0	CARE HOME	48	0	7day_incidence	0.0107483937363981
2021-01-27	0.0187144019528072	UCLH	1229	23	7day_incidence	0.0230256332762709
2021-01-27	0.0241228070175439	RMH	456	11	7day_incidence	0.02467136684765
2021-01-27	0.148148148148148	LNWUH	27	4	7day_incidence	0.115489368991067
2021-01-27	0.0133333333333333	CNWL	675	9	7day_incidence	0.0345842142546894
2021-01-27	0.0405405405405405	RFH	74	3	7day_incidence	0.111958732817595
2021-01-26	0.0265225933202358	UCLH	1018	27	7day_incidence	0.0241713304572104
2021-01-26	0.0189753320683112	RMH	527	10	7day_incidence	0.0255517470786245
2021-01-26	0.161290322580645	LNWUH	62	10	7day_incidence	0.151203654705353
2021-01-26	0.025	CNWL	200	5	7day_incidence	0.0389959001297899
2021-01-26	0.0526315789473684	RFH	38	2	7day_incidence	0.138282624443211
2021-01-26	0.0142857142857143	CARE HOME	70	1	7day_incidence	0.153605536593541
2021-01-25	0.0497925311203319	UCLH	241	12	7day_incidence	0.0264983081326725
2021-01-25	0.032	RMH	125	4	7day_incidence	0.0257339035263461
2021-01-25	0.087378640776699	CNWL	103	9	7day_incidence	0.0399609895984171
2021-01-25	0.15625	RFH	32	5	7day_incidence	0.156365807083356
2021-01-24	0.025	UCLH	160	4	7day_incidence	0.0291510449085354
2021-01-24	0.0625	RMH	16	1	7day_incidence	0.0271019512744303
2021-01-24	0.181818181818182	LNWUH	11	2	7day_incidence	0.149077804365216
2021-01-24	0.0810810810810811	CNWL	37	3	7day_incidence	0.0423073075309397
2021-01-24	0.25	RFH	20	5	7day_incidence	0.145822255024568
2021-01-23	0.0256410256410256	UCLH	1014	26	7day_incidence	0.0297742622119805
2021-01-23	0.0283400809716599	RMH	494	14	7day_incidence	0.0268128999167543
2021-01-23	0.157894736842105	LNWUH	19	3	7day_incidence	0.160893945213615
2021-01-23	0.0430769230769231	CNWL	325	14	7day_incidence	0.0480013298207067
2021-01-23	0.21875	RFH	32	7	7day_incidence	0.159638592370317
2021-01-22	0.0289115646258503	UCLH	588	17	7day_incidence	0.0292125148013444
2021-01-22	0.00583090379008746	RMH	343	2	7day_incidence	0.0268948342184886
2021-01-22	0.25	LNWUH	52	13	7day_incidence	0.177229924049594
2021-01-22	0.0160320641282565	CNWL	499	8	7day_incidence	0.0510436578630347
2021-01-22	0.151898734177215	RFH	79	12	7day_incidence	0.179769564963089
2021-01-21	0.0294751976994968	UCLH	1391	41	7day_incidence	0.0252827421502504
2021-01-21	0.0179445350734095	RMH	613	11	7day_incidence	0.0251805485042029
2021-01-21	0.0476190476190476	LNWUH	42	2	7day_incidence	0.154188449395216
2021-01-21	0.0302491103202847	CNWL	562	17	7day_incidence	0.0560537062651972
2021-01-21	0.150684931506849	RFH	73	11	7day_incidence	0.178876707820232
2021-01-21	0.0458015267175573	CARE HOME	131	6	7day_incidence	0.163809618226194
2021-01-20	0.0230769230769231	UCLH	650	15	7day_incidence	0.0379073268678584
2021-01-20	0.0220994475138122	RMH	362	8	7day_incidence	0.0677320285556829
2021-01-20	0.179487179487179	LNWUH	78	14	7day_incidence	0.170231230143879
2021-01-20	0.0531914893617021	CNWL	376	20	7day_incidence	0.107495904766219
2021-01-20	0.137254901960784	RFH	51	7	7day_incidence	0.195110474053998
2021-01-19	0.0225903614457831	UCLH	1328	30	7day_incidence	0.0405209990773127
2021-01-19	0.0195488721804511	RMH	665	13	7day_incidence	0.0682496556053936
2021-01-19	0.2625	LNWUH	80	21	7day_incidence	0.189233280724877
2021-01-19	0.0462962962962963	CNWL	324	15	7day_incidence	0.106478495209484
2021-01-19	0.193548387096774	RFH	62	12	7day_incidence	0.210192520386044
2021-01-19	0	CARE HOME	69	0	7day_incidence	0.183290137706714
2021-01-18	0.0222841225626741	UCLH	359	8	7day_incidence	0.0394426575532303
2021-01-18	0.02	RMH	50	1	7day_incidence	0.0712851413032452
2021-01-18	0	LNWUH	10	0	7day_incidence	0.178244269735866
2021-01-18	0.122448979591837	CNWL	49	6	7day_incidence	0.109260051559716
2021-01-18	0.15	RFH	60	9	7day_incidence	0.209596597321767
2021-01-17	0.113372093023256	UCLH	344	39	7day_incidence	0.0409398585795112
2021-01-17	0.36036036036036	RMH	111	40	7day_incidence	0.0714764572293972
2021-01-17	0.294117647058824	LNWUH	17	5	7day_incidence	0.215514496975698
2021-01-17	0.441176470588235	CNWL	68	30	7day_incidence	0.1107433292534
2021-01-17	0.363636363636364	RFH	22	8	7day_incidence	0.224866715331611
2021-01-17	1	CARE HOME	2	2	7day_incidence	0.183290137706714
2021-01-16	0.0439367311072056	UCLH	569	25	7day_incidence	0.0398956745477753
2021-01-16	0.0319634703196347	RMH	438	14	7day_incidence	0.0683193932988526
2021-01-16	0.290909090909091	LNWUH	55	16	7day_incidence	0.234139064896041
2021-01-16	0.0359550561797753	CNWL	445	16	7day_incidence	0.103393859444311
2021-01-16	0.324324324324324	RFH	37	12	7day_incidence	0.249037674037674
2021-01-15	0.0213631739572737	UCLH	983	21	7day_incidence	0.0405332143550374
2021-01-15	0.0270793036750484	RMH	517	14	7day_incidence	0.0655266972730739
2021-01-15	0.173076923076923	LNWUH	104	18	7day_incidence	0.238305731562708
2021-01-15	0.0355029585798817	CNWL	507	18	7day_incidence	0.0967801028305545
2021-01-15	0.147727272727273	RFH	88	13	7day_incidence	0.265884391571859
2021-01-15	0.0714285714285714	CARE HOME	14	1	7day_incidence	0.31730374314889
2021-01-14	0.0399556048834628	UCLH	901	36	7day_incidence	0.0389110485244603
2021-01-14	0.0192837465564738	RMH	363	7	7day_incidence	0.062669554415931
2021-01-14	0.308510638297872	LNWUH	94	29	7day_incidence	0.333543826800803
2021-01-14	0.0406320541760722	CNWL	443	18	7day_incidence	0.0792873914602921
2021-01-14	0.257575757575758	RFH	132	34	7day_incidence	0.264455820143287
2021-01-14	0.151515151515152	CARE HOME	132	20	7day_incidence	0.315729612002904
2021-01-13	0.0157676348547718	UCLH	1205	19	7day_incidence	0.0374299340704942
2021-01-13	0	RMH	501	0	7day_incidence	0.01369576860004
2021-01-13	0.309859154929577	LNWUH	71	22	7day_incidence	0.366714990002926
2021-01-13	0.00174520069808028	CNWL	573	1	7day_incidence	0.0298676235531292
2021-01-13	0.306451612903226	RFH	62	19	7day_incidence	0.241728547416014
2021-01-12	0.0270531400966184	UCLH	1035	28	7day_incidence	0.0386229127265144
2021-01-12	0	RMH	502	0	7day_incidence	0.0179942022638903
2021-01-12	0.291666666666667	LNWUH	96	28	7day_incidence	0.390091613379549
2021-01-12	0	CNWL	348	0	7day_incidence	0.0312772015882865
2021-01-12	0.311475409836066	RFH	122	38	7day_incidence	0.235769171891421
2021-01-12	0	CARE HOME	59	0	7day_incidence	0.328260940323706
2021-01-11	0.0109289617486339	UCLH	366	4	7day_incidence	0.0390252621661242
2021-01-11	0	RMH	55	0	7day_incidence	0.0148835931371403
2021-01-11	0.666666666666667	LNWUH	3	2	7day_incidence	0.415280280134481
2021-01-11	0	CNWL	45	0	7day_incidence	0.0297630952996444
2021-01-11	0.14	RFH	50	7	7day_incidence	0.233926913026691
2021-01-10	0.103004291845494	UCLH	233	24	7day_incidence	0.0363316366218939
2021-01-10	0.0175438596491228	RMH	57	1	7day_incidence	0.0132661698347141
2021-01-10	0.526315789473684	LNWUH	57	30	7day_incidence	0.405598866197748
2021-01-10	0.0952380952380952	CNWL	21	2	7day_incidence	0.026045714647404
2021-01-10	0.204545454545455	RFH	44	9	7day_incidence	0.214273233373011
2021-01-09	0.0522875816993464	UCLH	765	40	7day_incidence	0.0371453194475188
2021-01-09	0.0620525059665871	RMH	419	26	7day_incidence	0.014842959490974
2021-01-09	0.454545454545455	LNWUH	77	35	7day_incidence	0.399428510731618
2021-01-09	0.045822102425876	CNWL	371	17	7day_incidence	0.029609835286898
2021-01-09	0.282608695652174	RFH	46	13	7day_incidence	0.206208717243979
2021-01-09	0.952380952380952	CARE HOME	21	20	7day_incidence	0.199689511752277
2021-01-08	0.0241796200345423	UCLH	1158	28	7day_incidence	0.0389731847684953
2021-01-08	0.00530503978779841	RMH	377	2	7day_incidence	0.0172239118719263
2021-01-08	0.349397590361446	LNWUH	83	29	7day_incidence	0.407675785545158
2021-01-08	0.024904214559387	CNWL	522	13	7day_incidence	0.0360501163173429
2021-01-08	0.134831460674157	RFH	178	24	7day_incidence	0.215766284178595
2021-01-07	0.0211002260738508	UCLH	1327	28	7day_incidence	0.0422408783617488
2021-01-07	0.00796178343949045	RMH	628	5	7day_incidence	0.0298821397200276
2021-01-07	0.240740740740741	LNWUH	54	13	7day_incidence	0.368338311425075
2021-01-07	0.0146103896103896	CNWL	616	9	7day_incidence	0.0455739258411525
2021-01-07	0.12	RFH	25	3	7day_incidence	0.251888733158187
2021-01-07	0.0347826086956522	CARE HOME	115	4	7day_incidence	0.218541120192264
2021-01-06	0.0214634146341463	UCLH	1025	22	7day_incidence	0.0377300611593313
2021-01-06	0.011037527593819	RMH	453	5	7day_incidence	0.0317048783848715
2021-01-06	0.266666666666667	LNWUH	60	16	7day_incidence	0.346721770071691
2021-01-06	0.026694045174538	CNWL	487	13	7day_incidence	0.0407596924554905
2021-01-06	0.25	RFH	56	14	7day_incidence	0.275299532884776
2021-01-05	0.0398481973434535	UCLH	1054	42	7day_incidence	0.0416889780594247
2021-01-05	0.0166666666666667	RMH	540	9	7day_incidence	0.0340009489610734
2021-01-05	0.349397590361446	LNWUH	83	29	7day_incidence	0.363199915582095
2021-01-05	0.0450819672131148	CNWL	244	11	7day_incidence	0.0377851063946511
2021-01-05	0.378378378378378	RFH	74	28	7day_incidence	0.273887901038361
2021-01-05	0.087719298245614	CARE HOME	57	5	7day_incidence	0.215615310369902
2021-01-04	0.0338028169014084	UCLH	355	12	7day_incidence	0.0441871275782996
2021-01-04	0.0886075949367089	RMH	79	7	7day_incidence	0.0367208817468721
2021-01-04	0.0666666666666667	CNWL	60	4	7day_incidence	0.0382140724210509
2021-01-04	0.392857142857143	RFH	56	22	7day_incidence	0.291211629652855
2021-01-03	0.0714285714285714	UCLH	56	4	7day_incidence	0.0605497092637981
2021-01-03	0.0303030303030303	RMH	66	2	7day_incidence	0.0433898853616834
2021-01-03	0.391304347826087	LNWUH	46	18	7day_incidence	0.390090889616481
2021-01-03	0.0615384615384615	CNWL	65	4	7day_incidence	0.0437512719791173
2021-01-03	0.368421052631579	RFH	76	28	7day_incidence	0.33989510304221
2021-01-02	0.08	UCLH	25	2	7day_incidence	0.066435070631207
2021-01-02	0.078125	RMH	64	5	7day_incidence	0.0468256270337443
2021-01-02	0.025	CNWL	40	1	7day_incidence	0.0472528111366273
2021-01-02	0.272727272727273	RFH	11	3	7day_incidence	0.337947051094158
2021-01-02	0.1	CARE HOME	10	1	7day_incidence	0.227324912243438
2021-01-01	0.0416666666666667	UCLH	360	15	7day_incidence	0.113898617190116
2021-01-01	0.0243445692883895	RMH	534	13	7day_incidence	0.187301817509935
2021-01-01	0.375	LNWUH	88	33	7day_incidence	0.49855649808209
2021-01-01	0.027906976744186	CNWL	430	12	7day_incidence	0.183669672963325
2021-01-01	0.25609756097561	RFH	82	21	7day_incidence	0.391035854182962
2020-12-31	0.13563829787234	UCLH	376	51	7day_incidence	0.113899854119891
2020-12-31	0.0546448087431694	RMH	366	20	7day_incidence	0.176523288909954
2020-12-31	0.56989247311828	LNWUH	93	53	7day_incidence	0.506793306318898
2020-12-31	0.0533707865168539	CNWL	356	19	7day_incidence	0.177879406375259
2020-12-31	0.46078431372549	RFH	102	47	7day_incidence	0.36206806872167
2020-12-31	0.203389830508475	CARE HOME	59	12	7day_incidence	0.0912704904747308
2020-12-30	0.0626609442060086	UCLH	1165	73	7day_incidence	0.107361540681308
2020-12-30	0.0350877192982456	RMH	627	22	7day_incidence	0.175457518808651
2020-12-30	0.537634408602151	LNWUH	93	50	7day_incidence	0.488625396584723
2020-12-30	0.0512048192771084	CNWL	332	17	7day_incidence	0.171707581021488
2020-12-30	0.236363636363636	RFH	220	52	7day_incidence	0.32932799067846
2020-12-30	0.131034482758621	CARE HOME	145	19	7day_incidence	0.0968574928918896
2020-12-29	0.372093023255814	UCLH	43	16	7day_incidence	0.104156653463263
2020-12-29	1	RMH	1	1	7day_incidence	0.168219182722771
2020-12-29	1	LNWUH	1	1	7day_incidence	0.49192683466877
2020-12-29	1	CNWL	1	1	7day_incidence	0.170066654380561
2020-12-29	0.75	RFH	4	3	7day_incidence	0.323700285050755
2020-12-24	0.0338114754098361	UCLH	976	33	7day_incidence	0.117157596414701
2020-12-24	0.0131578947368421	RMH	304	4	7day_incidence	0.263947736316493
2020-12-24	0.324324324324324	LNWUH	37	12	7day_incidence	0.480372212820031
2020-12-24	0.0261348005502063	CNWL	727	19	7day_incidence	0.216927401044225
2020-12-24	0.190082644628099	RFH	121	23	7day_incidence	0.324791528302277
2020-12-24	0.0819672131147541	CARE HOME	61	5	7day_incidence	0.22718330742823
2020-12-23	0.0256603773584906	UCLH	1325	34	7day_incidence	0.105739311919607
2020-12-23	0.0228426395939086	RMH	788	18	7day_incidence	0.261101652527787
2020-12-23	0.222222222222222	LNWUH	36	8	7day_incidence	0.398959002374562
2020-12-23	0.0183356840620592	CNWL	709	13	7day_incidence	0.21245426347459
2020-12-23	0.139240506329114	RFH	158	22	7day_incidence	0.268399160034215
2020-12-23	0	CARE HOME	17	0	7day_incidence	0.212897593142516
2020-12-22	0.0575657894736842	UCLH	1216	70	7day_incidence	0.100800589553099
2020-12-22	0.0274566473988439	RMH	692	19	7day_incidence	0.259059685606703
2020-12-22	0.414414414414414	LNWUH	111	46	7day_incidence	0.371415170603812
2020-12-22	0.0135135135135135	CNWL	296	4	7day_incidence	0.208007906618595
2020-12-22	0.233333333333333	RFH	120	28	7day_incidence	0.253500850796283
2020-12-22	0.0738916256157636	CARE HOME	203	15	7day_incidence	0.189336408564382
2020-12-21	0.132673267326733	UCLH	505	67	7day_incidence	0.0512665818842735
2020-12-21	0.694444444444444	RMH	36	25	7day_incidence	0.117722299588466
2020-12-21	0.294117647058824	LNWUH	51	15	7day_incidence	0.271201950987607
2020-12-21	0.355932203389831	CNWL	59	21	7day_incidence	0.0664613797509668
2020-12-21	0.263736263736264	RFH	91	24	7day_incidence	0.157347004642437
2020-12-21	1	CARE HOME	3	3	7day_incidence	0.179188625313151
2020-12-20	0.0557103064066852	UCLH	359	20	7day_incidence	0.0490181267052436
2020-12-20	0.0347222222222222	RMH	144	5	7day_incidence	0.116189340978349
2020-12-20	0	LNWUH	13	0	7day_incidence	0.259155618941275
2020-12-20	0.0220588235294118	CNWL	136	3	7day_incidence	0.062727836815223
2020-12-20	0.0660377358490566	RFH	106	7	7day_incidence	0.140906626838423
2020-12-20	0	CARE HOME	2	0	7day_incidence	0.167479023439615
2020-12-19	0.0280898876404494	UCLH	890	25	7day_incidence	0.0543089191918721
2020-12-19	0.0207939508506616	RMH	529	11	7day_incidence	0.11988795581776
2020-12-19	0.344827586206897	LNWUH	58	20	7day_incidence	0.239314349100005
2020-12-19	0.0200803212851406	CNWL	249	5	7day_incidence	0.061339980471382
2020-12-19	0.132075471698113	RFH	53	7	7day_incidence	0.137121568511294
2020-12-19	0.0384615384615385	CARE HOME	26	1	7day_incidence	0.310336166296757
2020-12-18	0.0253549695740365	UCLH	986	25	7day_incidence	0.0489872268030052
2020-12-18	0.0106382978723404	RMH	470	5	7day_incidence	0.117934512205542
2020-12-18	0.298507462686567	LNWUH	67	20	7day_incidence	0.221465673356592
2020-12-18	0.00917431192660551	CNWL	545	5	7day_incidence	0.0609373624217052
2020-12-18	0.0769230769230769	RFH	208	16	7day_incidence	0.116393277194768
2020-12-18	0.06	CARE HOME	50	3	7day_incidence	0.302954822954823
2020-12-17	0.0180722891566265	UCLH	1494	27	7day_incidence	0.0350128381730277
2020-12-17	0.00242718446601942	RMH	412	1	7day_incidence	0.0220895075370083
2020-12-17	0.24	LNWUH	75	18	7day_incidence	0.225667354028861
2020-12-17	0	CNWL	475	0	7day_incidence	0.0100899047945865
2020-12-17	0.075	RFH	120	9	7day_incidence	0.101758142743965
2020-12-17	0	CARE HOME	60	0	7day_incidence	0.16009768009768
2020-12-16	0.0626959247648903	UCLH	957	60	7day_incidence	0.0299997310722199
2020-12-16	0.0487329434697856	RMH	513	25	7day_incidence	0.0182812638094098
2020-12-16	0.0833333333333333	LNWUH	36	3	7day_incidence	0.25423878260029
2020-12-16	0.00862068965517241	CNWL	464	4	7day_incidence	0.0100442343524966
2020-12-16	0.112745098039216	RFH	204	23	7day_incidence	0.092324180479814
2020-12-16	1	CARE HOME	1	1	7day_incidence	0.16009768009768
2020-12-15	0.0203139427516159	UCLH	1083	22	7day_incidence	0.0267508319211397
2020-12-15	0.0137825421133231	RMH	653	9	7day_incidence	0.0153106994021724
2020-12-15	0.289473684210526	LNWUH	38	11	7day_incidence	0.212699706578455
2020-12-15	0.0106951871657754	CNWL	187	2	7day_incidence	0.00717561702604798
2020-12-15	0.0882352941176471	RFH	102	9	7day_incidence	0.10092878342404
2020-12-15	0.0222222222222222	CARE HOME	90	2	7day_incidence	0.154603174603175
2020-12-14	0.0348525469168901	UCLH	373	13	7day_incidence	0.0234362437719347
2020-12-14	0.0235294117647059	RMH	85	2	7day_incidence	0.0137909425632666
2020-12-14	0.323529411764706	LNWUH	34	11	7day_incidence	0.179579592861327
2020-12-14	0	CNWL	67	0	7day_incidence	0.00586500103653291
2020-12-14	0.161290322580645	RFH	62	10	7day_incidence	0.100443974115701
2020-12-13	0.0206185567010309	UCLH	388	8	7day_incidence	0.0217058418304381
2020-12-13	0.00806451612903226	RMH	248	2	7day_incidence	0.0134442019252638
2020-12-13	0.2	LNWUH	5	1	7day_incidence	0.153899730554958
2020-12-13	0.0217391304347826	CNWL	92	2	7day_incidence	0.00586500103653291
2020-12-13	0	RFH	4	0	7day_incidence	0.0985480305530906
2020-12-12	0.0053475935828877	UCLH	935	5	7day_incidence	0.0141082075978455
2020-12-12	0	RMH	575	0	7day_incidence	0.00648235285815161
2020-12-12	0.0540540540540541	LNWUH	37	2	7day_incidence	0.162403131915503
2020-12-12	0	CNWL	363	0	7day_incidence	0.00463347394293685
2020-12-12	0.192307692307692	RFH	78	15	7day_incidence	0.093346713385002
2020-12-11	0.00215285252960172	UCLH	929	2	7day_incidence	0.0145603856191499
2020-12-11	0	RMH	264	0	7day_incidence	0.00528146742567995
2020-12-11	0.0666666666666667	LNWUH	45	3	7day_incidence	0.150150277557385
2020-12-11	0	CNWL	452	0	7day_incidence	0.0031055900621118
2020-12-11	0.0735294117647059	RFH	68	5	7day_incidence	0.0889834296099535
2020-12-10	0.00595947556615018	UCLH	839	5	7day_incidence	0.0118490240414536
2020-12-10	0	RMH	465	0	7day_incidence	0.00382488479262673
2020-12-10	0.0602409638554217	LNWUH	83	5	7day_incidence	0.12178893301957
2020-12-10	0	CNWL	432	0	7day_incidence	0.00530339225991399
2020-12-10	0.0617283950617284	RFH	81	5	7day_incidence	0.0710439957719022
2020-12-10	0	CARE HOME	92	0	7day_incidence	0.146031746031746
2020-12-09	0.00951248513674197	UCLH	841	8	7day_incidence	0.00890351594130635
2020-12-09	0	RMH	433	0	7day_incidence	0.00267281105990783
2020-12-09	0.142857142857143	LNWUH	14	2	7day_incidence	0.109090520321157
2020-12-09	0	CNWL	196	0	7day_incidence	0.00219780219780219
2020-12-09	0.0763358778625954	RFH	131	10	7day_incidence	0.0749049996329061
2020-12-09	0	CARE HOME	140	0	7day_incidence	0.146031746031746
2020-12-08	0.0234791889007471	UCLH	937	22	7day_incidence	0.0101516464355015
2020-12-08	0.00537634408602151	RMH	372	2	7day_incidence	0.00375233606890387
2020-12-08	0.203703703703704	LNWUH	54	11	7day_incidence	0.101368512599149
2020-12-08	0	CNWL	197	0	7day_incidence	0.00270619060654647
2020-12-08	0.0576923076923077	RFH	52	3	7day_incidence	0.050127889950136
2020-12-08	0	CARE HOME	68	0	7day_incidence	0.00317460317460317
2020-12-07	0.0158730158730159	UCLH	504	8	7day_incidence	0.0116005363551602
2020-12-07	0.0133333333333333	RMH	75	1	7day_incidence	0.00412533121996691
2020-12-07	0.0153846153846154	CNWL	65	1	7day_incidence	0.00300319090354677
2020-12-07	0.0357142857142857	RFH	28	1	7day_incidence	0.0421299539336241
2020-12-06	0	UCLH	123	0	7day_incidence	0.0111994810254918
2020-12-06	0	RMH	224	0	7day_incidence	0.00412533121996691
2020-12-06	0.125	LNWUH	24	3	7day_incidence	0.103427714658352
2020-12-06	0	CNWL	39	0	7day_incidence	0.00328720112791485
2020-12-06	0.027027027027027	RFH	148	4	7day_incidence	0.0333116117819486
2020-12-05	0.0140845070422535	UCLH	639	9	7day_incidence	0.00984055457738582
2020-12-05	0.00755667506297229	RMH	397	3	7day_incidence	0.00412533121996691
2020-12-05	0.111111111111111	LNWUH	27	3	7day_incidence	0.0948218626790055
2020-12-05	0.00355871886120996	CNWL	281	1	7day_incidence	0.00328720112791485
2020-12-05	0.0188679245283019	RFH	106	2	7day_incidence	0.0224064863730064
2020-12-04	0.0122950819672131	UCLH	732	9	7day_incidence	0.00648638473442196
2020-12-04	0.00261096605744125	RMH	383	1	7day_incidence	0.00335728206482098
2020-12-04	0	LNWUH	16	0	7day_incidence	0.0744136994136994
2020-12-04	0.00207900207900208	CNWL	481	1	7day_incidence	0.00328720112791485
2020-12-04	0.0175438596491228	RFH	57	1	7day_incidence	0.0141647281312482
2020-12-04	0	CARE HOME	1	0	7day_incidence	-6.19544098563145e-18
2020-12-03	0.00315208825847124	UCLH	1269	4	7day_incidence	0.00421881103827683
2020-12-03	0	RMH	560	0	7day_incidence	0.00145252016005908
2020-12-03	0.0810810810810811	LNWUH	74	6	7day_incidence	0.0453131703131703
2020-12-03	0.00198807157057654	CNWL	503	1	7day_incidence	0.00108939893011265
2020-12-03	0	RFH	56	0	7day_incidence	0.00906268731492167
2020-12-03	0	CARE HOME	63	0	7day_incidence	-6.19544098563145e-18
2020-12-02	0	UCLH	858	0	7day_incidence	0.00805390212169006
2020-12-02	0	RMH	255	0	7day_incidence	0.00145252016005908
2020-12-02	0	LNWUH	70	0	7day_incidence	0.0303714793510712
2020-12-02	0	CNWL	341	0	7day_incidence	0.00355245311730477
2020-12-02	0	RFH	65	0	7day_incidence	0.0130509770174971
2020-12-01	0	UCLH	1228	0	7day_incidence	0.00683109566971857
2020-12-01	0	RMH	544	0	7day_incidence	0.000830870608938492
2020-12-01	0	CNWL	183	0	7day_incidence	0.00304406470856049
2020-12-01	0	RFH	84	0	7day_incidence	0.0161864630178271
2020-12-01	0	CARE HOME	78	0	7day_incidence	-6.19544098563145e-18
2020-11-30	0	UCLH	240	0	7day_incidence	0.00588358598244318
2020-11-30	0	RMH	39	0	7day_incidence	0.000787799575328442
2020-11-30	0	LNWUH	14	0	7day_incidence	0.0214332762381108
2020-11-30	0	CNWL	41	0	7day_incidence	0.00306172772181821
2020-11-30	0	RFH	22	0	7day_incidence	0.0187822381699933
2020-11-29	0.0268456375838926	UCLH	149	4	7day_incidence	0.00646196195580546
2020-11-29	0	RMH	167	0	7day_incidence	0.00171343980982397
2020-11-29	0	LNWUH	11	0	7day_incidence	0.0247555353743234
2020-11-29	0.0172413793103448	CNWL	58	1	7day_incidence	0.00326034298007562
2020-11-29	0.0549450549450549	RFH	91	5	7day_incidence	0.0249266314111607
2020-11-28	0.00552486187845304	UCLH	543	3	7day_incidence	0.00771666710009655
2020-11-28	0.00320512820512821	RMH	312	1	7day_incidence	0.00206617349589099
2020-11-28	0.0204081632653061	LNWUH	49	1	7day_incidence	0.0193837039155354
2020-11-28	0	CNWL	241	0	7day_incidence	0.00412614384587649
2020-11-28	0.0408163265306122	RFH	49	2	7day_incidence	0.0285896350741644
2020-11-27	0.00566251415628539	UCLH	883	5	7day_incidence	0.00846854679934467
2020-11-27	0.0023094688221709	RMH	433	1	7day_incidence	0.00390949146824122
2020-11-27	0.0485436893203883	LNWUH	103	5	7day_incidence	0.0253360848679164
2020-11-27	0.00220264317180617	CNWL	454	1	7day_incidence	0.00412614384587649
2020-11-27	0.0357142857142857	RFH	56	2	7day_incidence	0.0329186394031687
2020-11-26	0.0072007200720072	UCLH	1111	8	7day_incidence	0.00917343401738978
2020-11-26	0.00647948164146868	RMH	463	3	7day_incidence	0.00502556289681265
2020-11-26	0.0232558139534884	LNWUH	43	1	7day_incidence	0.0355401665005695
